,Date,Ice Extent,Ice Extent YEarly Average
140,1979-08-02,16.944000000000003,
141,1979-08-04,17.022000000000002,
142,1979-08-06,16.983,
143,1979-08-08,17.0,
144,1979-08-10,17.180999999999997,
145,1979-08-12,17.506,
146,1979-08-14,17.62,
147,1979-08-16,17.875999999999998,
148,1979-08-18,18.118,
149,1979-08-20,18.136,
150,1979-08-22,18.283,
151,1979-08-24,18.268,
152,1979-08-26,18.203,
153,1979-08-28,18.159000000000002,
154,1979-08-30,18.175,
155,1979-09-01,18.187,
156,1979-09-03,18.197,
157,1979-09-05,18.295,
158,1979-09-07,18.28,
159,1979-09-09,18.215,
160,1979-09-11,18.264,
161,1979-09-13,18.361,
162,1979-09-15,18.326,
163,1979-09-17,18.105,
164,1979-09-19,17.977999999999998,
165,1979-09-21,18.117,
166,1979-09-23,17.973,
167,1979-09-25,18.118,
168,1979-09-27,18.26,
169,1979-09-29,18.257,
170,1979-10-01,18.25,
171,1979-10-03,18.311,
172,1979-10-05,18.275,
173,1979-10-07,18.109,
174,1979-10-09,18.16,
175,1979-10-11,18.022000000000002,
176,1979-10-13,18.077,
177,1979-10-15,17.961,
178,1979-10-17,17.95,
179,1979-10-19,17.777,
180,1979-10-21,17.738,
181,1979-10-23,17.598,
182,1979-10-25,17.403,
183,1979-10-27,17.274,
184,1979-10-29,17.206,
185,1979-10-31,17.017,
186,1979-11-02,16.945,
187,1979-11-04,16.767,
188,1979-11-06,16.71,
189,1979-11-08,16.537,
190,1979-11-10,16.266,
191,1979-11-12,15.947000000000001,
192,1979-11-14,15.729000000000001,
193,1979-11-16,15.481,
194,1979-11-18,15.255999999999998,
195,1979-11-20,14.984000000000002,
196,1979-11-22,14.682,
197,1979-11-24,14.202,
198,1979-11-26,13.82,
199,1979-11-28,13.569,
200,1979-11-30,13.161,
201,1979-12-02,12.892999999999999,
202,1979-12-04,12.470999999999998,
203,1979-12-06,12.042,
204,1979-12-08,11.457,
205,1979-12-10,10.844000000000001,
206,1979-12-12,10.34,
207,1979-12-14,9.793,
208,1979-12-16,9.125,
209,1979-12-18,8.307,
210,1979-12-20,7.891,
211,1979-12-22,7.405,
212,1979-12-24,6.8420000000000005,
213,1979-12-26,6.607,
214,1979-12-28,6.396,
215,1979-12-30,6.124,
216,1980-01-01,5.9670000000000005,
217,1980-01-03,5.6739999999999995,
218,1980-01-05,5.584,
219,1980-01-07,5.329,
220,1980-01-09,5.0,
221,1980-01-11,4.874,
222,1980-01-13,4.6819999999999995,
223,1980-01-15,4.569,
224,1980-01-17,4.419,
225,1980-01-19,4.319,
226,1980-01-21,4.115,
227,1980-01-23,3.986,
228,1980-01-25,3.801,
229,1980-01-27,3.6639999999999997,
230,1980-01-29,3.513,
231,1980-01-31,3.4960000000000004,
232,1980-02-02,3.355,
233,1980-02-04,3.218,
234,1980-02-06,3.1239999999999997,
235,1980-02-08,3.009,
236,1980-02-10,2.929,
237,1980-02-12,2.91,
238,1980-02-14,2.69,
239,1980-02-16,2.676,
240,1980-02-18,2.6289999999999996,
241,1980-02-20,2.591,
242,1980-02-22,2.609,
243,1980-02-24,2.583,
244,1980-02-26,2.521,
245,1980-02-28,2.613,
246,1980-03-01,2.576,
247,1980-03-03,2.6719999999999997,
248,1980-03-05,2.839,
249,1980-03-07,2.944,
250,1980-03-09,3.0260000000000002,
251,1980-03-11,3.051,
252,1980-03-13,3.162,
253,1980-03-15,3.2560000000000002,
254,1980-03-17,3.312,
255,1980-03-19,3.3960000000000004,
256,1980-03-21,3.4160000000000004,
257,1980-03-23,3.515,
258,1980-03-25,3.628,
259,1980-03-27,3.79,
260,1980-03-29,3.966,
261,1980-03-31,4.169,
262,1980-04-02,4.263999999999999,
263,1980-04-04,4.348,
264,1980-04-06,4.563,
265,1980-04-08,4.708,
266,1980-04-10,4.76,
267,1980-04-12,4.937,
268,1980-04-14,5.026,
269,1980-04-16,5.197,
270,1980-04-18,5.465,
271,1980-04-20,5.726,
272,1980-04-22,6.019,
273,1980-04-24,6.215,
274,1980-04-26,6.34,
275,1980-04-28,6.626,
276,1980-04-30,6.881,
277,1980-05-02,7.1739999999999995,
278,1980-05-04,7.375,
279,1980-05-06,7.682,
280,1980-05-08,7.933,
281,1980-05-10,8.259,
282,1980-05-12,8.466000000000001,
283,1980-05-14,8.557,
284,1980-05-16,8.914,
285,1980-05-18,9.087,
286,1980-05-20,9.3,
287,1980-05-22,9.588,
288,1980-05-24,9.832,
289,1980-05-26,10.062999999999999,
290,1980-05-28,10.207,
291,1980-05-30,10.413,
292,1980-06-01,10.681,
293,1980-06-03,10.742,
294,1980-06-05,11.110999999999999,
295,1980-06-07,11.314,
296,1980-06-09,11.665,
297,1980-06-11,11.960999999999999,
298,1980-06-13,12.276,
299,1980-06-15,12.644,
300,1980-06-17,12.838,
301,1980-06-19,13.119000000000002,
302,1980-06-21,13.311,
303,1980-06-23,13.671,
304,1980-06-25,14.046,
305,1980-06-27,13.912,
306,1980-06-29,14.062999999999999,
307,1980-07-01,14.199000000000002,
308,1980-07-03,14.417,
309,1980-07-05,14.686,
310,1980-07-07,14.935,
311,1980-07-09,15.065999999999999,
312,1980-07-11,15.225999999999999,
313,1980-07-13,15.429,
314,1980-07-15,15.539000000000001,
315,1980-07-17,15.719000000000001,
316,1980-07-19,15.845999999999998,
317,1980-07-21,15.967,
318,1980-07-23,16.158,
319,1980-07-25,16.289,
320,1980-07-27,16.468,
321,1980-07-29,16.505,
322,1980-07-31,16.582,
323,1980-08-02,16.672,
324,1980-08-04,17.078,
325,1980-08-06,17.282,
326,1980-08-08,17.297,
327,1980-08-10,17.572,
328,1980-08-12,17.768,
329,1980-08-14,17.932000000000002,
330,1980-08-16,17.88,
331,1980-08-18,17.944000000000003,
332,1980-08-20,18.14,
333,1980-08-22,18.143,
334,1980-08-24,18.27,
335,1980-08-26,18.338,
336,1980-08-28,18.340999999999998,
337,1980-08-30,18.427,
338,1980-09-01,18.612000000000002,
339,1980-09-03,18.604,
340,1980-09-05,18.619,
341,1980-09-07,18.653,
342,1980-09-09,18.586,
343,1980-09-11,18.736,
344,1980-09-13,18.784000000000002,
345,1980-09-15,18.842,
346,1980-09-17,18.83,
347,1980-09-19,18.977,
348,1980-09-21,19.026,
349,1980-09-23,19.092,
350,1980-09-25,19.02,
351,1980-09-27,18.917,
352,1980-09-29,18.961,
353,1980-10-01,18.877,
354,1980-10-03,18.883,
355,1980-10-05,18.834,
356,1980-10-07,18.725,
357,1980-10-09,18.785999999999998,
358,1980-10-11,18.793,
359,1980-10-13,18.794,
360,1980-10-15,18.913,
361,1980-10-17,18.66,
362,1980-10-19,18.535999999999998,
363,1980-10-21,18.469,
364,1980-10-23,18.367,12.355169863013709
365,1980-10-25,18.312,12.3535589041096
366,1980-10-27,18.209,12.351972602739737
367,1980-10-29,18.064,12.350202739726038
368,1980-10-31,17.864,12.348909589041108
369,1980-11-02,17.725,12.347931506849328
370,1980-11-04,17.504,12.346712328767136
371,1980-11-06,17.320999999999998,12.345539726027411
372,1980-11-08,17.235,12.34444383561645
373,1980-11-10,17.077,12.34325479452056
374,1980-11-12,16.9,12.341928767123298
375,1980-11-14,16.633,12.340690410958917
376,1980-11-16,16.394000000000002,12.339378082191793
377,1980-11-18,16.133,12.33791780821919
378,1980-11-20,15.758,12.336753424657546
379,1980-11-22,15.378,12.33540000000001
380,1980-11-24,15.015,12.334454794520559
381,1980-11-26,14.714,12.333342465753434
382,1980-11-28,14.334000000000001,12.332772602739734
383,1980-11-30,13.876,12.332501369863023
384,1980-12-02,13.549000000000001,12.332454794520556
385,1980-12-04,13.155999999999999,12.333131506849325
386,1980-12-06,12.600999999999999,12.33332602739727
387,1980-12-08,12.097000000000001,12.333750684931516
388,1980-12-10,11.659,12.333468493150693
389,1980-12-12,11.17,12.333375342465763
390,1980-12-14,10.702,12.33347397260275
391,1980-12-16,10.212,12.333756164383571
392,1980-12-18,9.676,12.33340000000001
393,1980-12-20,9.342,12.332580821917817
394,1980-12-22,8.65,12.331457534246585
395,1980-12-24,8.1,12.330169863013708
396,1980-12-26,7.612,12.329120547945216
397,1980-12-28,7.178,12.328221917808227
398,1980-12-30,6.6339999999999995,12.326873972602748
399,1981-01-01,6.3229999999999995,12.324843835616447
400,1981-01-03,5.791,12.323567123287681
401,1981-01-05,5.351,12.322213698630147
402,1981-01-07,5.191,12.321449315068504
403,1981-01-09,4.775,12.319884931506861
404,1981-01-11,4.588,12.318139726027407
405,1981-01-13,4.503,12.316213698630149
406,1981-01-15,4.2860000000000005,12.314153424657544
407,1981-01-17,4.073,12.312731506849325
408,1981-01-19,3.971,12.310969863013709
409,1981-01-21,3.838,12.309260273972614
410,1981-01-23,3.745,12.30768493150686
411,1981-01-25,3.699,12.30647397260275
412,1981-01-27,3.536,12.305304109589052
413,1981-01-29,3.509,12.304183561643846
414,1981-01-31,3.411,12.303553424657546
415,1981-02-02,3.2969999999999997,12.303024657534257
416,1981-02-04,3.214,12.302564383561654
417,1981-02-06,3.111,12.30209315068494
418,1981-02-08,2.935,12.300863013698638
419,1981-02-10,2.878,12.299057534246582
420,1981-02-12,2.821,12.296824657534255
421,1981-02-14,2.763,12.294520547945213
422,1981-02-16,2.707,12.292416438356172
423,1981-02-18,2.705,12.29050136986302
424,1981-02-20,2.694,12.289052054794526
425,1981-02-22,2.7310000000000003,12.287005479452061
426,1981-02-24,2.742,12.284613698630144
427,1981-02-26,2.8339999999999996,12.282191780821925
428,1981-02-28,2.7969999999999997,12.279512328767131
429,1981-03-02,2.7239999999999998,12.277241095890416
430,1981-03-04,2.759,12.274934246575347
431,1981-03-06,2.755,12.272465753424662
432,1981-03-08,2.862,12.270021917808224
433,1981-03-10,3.013,12.267884931506854
434,1981-03-12,3.075,12.265810958904117
435,1981-03-14,3.2260000000000004,12.264416438356172
436,1981-03-16,3.338,12.262509589041104
437,1981-03-18,3.4419999999999997,12.259832876712336
438,1981-03-20,3.514,12.25783835616439
439,1981-03-22,3.6719999999999997,12.255800000000006
440,1981-03-24,3.8930000000000002,12.25386849315069
441,1981-03-26,4.114,12.2526794520548
442,1981-03-28,4.195,12.252005479452059
443,1981-03-30,4.291,12.25112054794521
444,1981-04-01,4.505,12.25051780821918
445,1981-04-03,4.5889999999999995,12.249367123287675
446,1981-04-05,4.787,12.248076712328771
447,1981-04-07,5.018,12.24656438356165
448,1981-04-09,5.136,12.245032876712333
449,1981-04-11,5.417000000000001,12.243608219178089
450,1981-04-13,5.565,12.242539726027402
451,1981-04-15,5.792999999999999,12.241531506849322
452,1981-04-17,5.9879999999999995,12.240087671232883
453,1981-04-19,6.2139999999999995,12.239010958904116
454,1981-04-21,6.393,12.238093150684938
455,1981-04-23,6.7170000000000005,12.237052054794527
456,1981-04-25,6.903,12.23588219178083
457,1981-04-27,7.167000000000001,12.234391780821925
458,1981-04-29,7.385,12.233167123287679
459,1981-05-01,7.5489999999999995,12.23219726027398
460,1981-05-03,7.75,12.231613698630143
461,1981-05-05,8.029,12.231063013698638
462,1981-05-07,8.269,12.230383561643844
463,1981-05-09,8.439,12.230202739726034
464,1981-05-11,8.671,12.230367123287678
465,1981-05-13,8.912,12.230884931506855
466,1981-05-15,9.225,12.231065753424662
467,1981-05-17,9.396,12.231482191780827
468,1981-05-19,9.707,12.232008219178088
469,1981-05-21,9.932,12.232115068493155
470,1981-05-23,10.293,12.232389041095896
471,1981-05-25,10.481,12.232331506849318
472,1981-05-27,10.700999999999999,12.23244383561644
473,1981-05-29,10.987,12.23248493150685
474,1981-05-31,11.333,12.232884931506849
475,1981-06-02,11.609000000000002,12.233109589041096
476,1981-06-04,11.792,12.233575342465754
477,1981-06-06,11.822000000000001,12.234021917808219
478,1981-06-08,11.885,12.234046575342465
479,1981-06-10,12.235999999999999,12.234013698630134
480,1981-06-12,12.599,12.23395616438356
481,1981-06-14,12.767999999999999,12.23378904109589
482,1981-06-16,13.142000000000001,12.233646575342465
483,1981-06-18,13.593,12.233506849315066
484,1981-06-20,13.67,12.233076712328767
485,1981-06-22,13.754000000000001,12.232586301369864
486,1981-06-24,14.008,12.232287671232877
487,1981-06-26,14.317,12.232386301369862
488,1981-06-28,14.599,12.23229589041096
489,1981-06-30,14.834000000000001,12.232912328767126
490,1981-07-02,15.061,12.233090410958905
491,1981-07-04,15.235,12.23329589041096
492,1981-07-06,15.362,12.233967123287671
493,1981-07-08,15.356,12.234594520547946
494,1981-07-10,15.559000000000001,12.235230136986303
495,1981-07-12,15.757,12.235745205479454
496,1981-07-14,15.918,12.236408219178085
497,1981-07-16,16.021,12.23667671232877
498,1981-07-18,16.09,12.23722465753425
499,1981-07-20,16.267,12.236969863013703
500,1981-07-22,16.532,12.23729863013699
501,1981-07-24,16.803,12.237090410958908
502,1981-07-26,16.81,12.236169863013703
503,1981-07-28,16.812,12.235523287671239
504,1981-07-30,16.998,12.234684931506857
505,1981-08-01,16.968,12.233953424657543
506,1981-08-03,17.137,12.23320821917809
507,1981-08-05,17.27,12.232063013698639
508,1981-08-07,17.29,12.230873972602751
509,1981-08-09,17.475,12.229975342465762
510,1981-08-11,17.687,12.22896986301371
511,1981-08-13,17.712,12.228271232876724
512,1981-08-15,17.840999999999998,12.22781369863015
513,1981-08-17,18.051,12.227575342465768
514,1981-08-19,17.993,12.227597260273988
515,1981-08-21,17.948,12.227671232876729
516,1981-08-23,17.9,12.227542465753439
517,1981-08-25,17.983,12.227745205479465
518,1981-08-27,18.125,12.227865753424673
519,1981-08-29,18.203,12.227898630137004
520,1981-08-31,18.201,12.228287671232893
521,1981-09-02,18.2,12.22844109589043
522,1981-09-04,18.301,12.228783561643853
523,1981-09-06,18.33,12.228556164383582
524,1981-09-08,18.427,12.228430136986322
525,1981-09-10,18.445,12.228213698630158
526,1981-09-12,18.479,12.227942465753449
527,1981-09-14,18.636,12.227791780821944
528,1981-09-16,18.689,12.227654794520573
529,1981-09-18,18.855999999999998,12.227906849315096
530,1981-09-20,18.778,12.228339726027423
531,1981-09-22,18.706,12.228882191780846
532,1981-09-24,18.762999999999998,12.229438356164408
533,1981-09-26,18.789,12.229920547945229
534,1981-09-28,18.778,12.230786301369886
535,1981-09-30,18.77,12.231394520547967
536,1981-10-02,18.717,12.23263561643838
537,1981-10-04,18.67,12.233386301369887
538,1981-10-06,18.7,12.234134246575367
539,1981-10-08,18.701,12.234789041095917
540,1981-10-10,18.621,12.235556164383587
541,1981-10-12,18.689,12.236356164383588
542,1981-10-14,18.477999999999998,12.23727123287674
543,1981-10-16,18.452,12.237542465753453
544,1981-10-18,18.469,12.237191780821947
545,1981-10-20,18.215999999999998,12.236750684931536
546,1981-10-22,17.968,12.235736986301397
547,1981-10-24,17.882,12.234457534246603
548,1981-10-26,17.723,12.23324109589044
549,1981-10-28,17.654,12.232726027397291
550,1981-10-30,17.465999999999998,12.232164383561676
551,1981-11-01,17.213,12.231509589041126
552,1981-11-03,17.098,12.230879452054825
553,1981-11-05,16.83,12.231071232876745
554,1981-11-07,16.769000000000002,12.231750684931539
555,1981-11-09,16.708,12.231786301369896
556,1981-11-11,16.497,12.231843835616472
557,1981-11-13,16.445999999999998,12.232139726027432
558,1981-11-15,16.301,12.232263013698665
559,1981-11-17,15.997,12.232775342465787
560,1981-11-19,15.922,12.232830136986335
561,1981-11-21,15.792,12.232613698630171
562,1981-11-23,15.379000000000001,12.232608219178116
563,1981-11-25,15.168,12.232690410958938
564,1981-11-27,14.92,12.232117808219213
565,1981-11-29,14.63,12.231586301369896
566,1981-12-01,14.323,12.230490410958936
567,1981-12-03,13.957,12.230145205479484
568,1981-12-05,13.615,12.229394520547975
569,1981-12-07,13.135,12.228591780821949
570,1981-12-09,12.725,12.227810958904142
571,1981-12-11,12.432,12.226868493150716
572,1981-12-13,12.133,12.22672876712332
573,1981-12-15,11.485,12.226991780821947
574,1981-12-17,10.775,12.227698630137015
575,1981-12-19,10.038,12.228413698630165
576,1981-12-21,9.355,12.229164383561672
577,1981-12-23,8.9,12.229449315068523
578,1981-12-25,8.397,12.229673972602768
579,1981-12-27,8.005,12.229268493150714
580,1981-12-29,7.716,12.229367123287702
581,1981-12-31,7.3260000000000005,12.22943287671236
582,1982-01-02,7.039,12.229917808219211
583,1982-01-04,6.689,12.230542465753457
584,1982-01-06,6.393,12.231534246575375
585,1982-01-08,6.084,12.232627397260307
586,1982-01-10,5.862,12.233687671232909
587,1982-01-12,5.625,12.234701369863046
588,1982-01-14,5.367000000000001,12.235542465753458
589,1982-01-16,5.26,12.236263013698663
590,1982-01-18,5.046,12.236556164383593
591,1982-01-20,4.801,12.236739726027428
592,1982-01-22,4.5280000000000005,12.236980821917841
593,1982-01-24,4.28,12.237479452054828
594,1982-01-26,4.099,12.238638356164417
595,1982-01-28,4.0280000000000005,12.239835616438388
596,1982-01-30,3.8,12.240558904109621
597,1982-02-01,3.65,12.24175068493154
598,1982-02-03,3.555,12.242304109589075
599,1982-02-05,3.378,12.242550684931542
600,1982-02-07,3.3160000000000003,12.242301369863048
601,1982-02-09,3.185,12.242120547945238
602,1982-02-11,3.071,12.241512328767154
603,1982-02-13,3.0269999999999997,12.241065753424689
604,1982-02-15,2.964,12.240413698630167
605,1982-02-17,2.912,12.240312328767153
606,1982-02-19,2.9730000000000003,12.24008493150688
607,1982-02-21,2.891,12.240161643835648
608,1982-02-23,2.89,12.240315068493182
609,1982-02-25,2.977,12.240975342465784
610,1982-02-27,3.01,12.24126301369866
611,1982-03-01,3.048,12.241473972602769
612,1982-03-03,3.148,12.241597260274002
613,1982-03-05,3.2710000000000004,12.241632876712359
614,1982-03-07,3.298,12.241687671232908
615,1982-03-09,3.4339999999999997,12.241564383561675
616,1982-03-11,3.657,12.241726027397291
617,1982-03-13,3.9589999999999996,12.24183287671236
618,1982-03-15,4.168,12.241726027397291
619,1982-03-17,4.29,12.241498630137016
620,1982-03-19,4.433,12.241315068493181
621,1982-03-21,4.737,12.241219178082222
622,1982-03-23,4.941,12.241090410958936
623,1982-03-25,5.104,12.2411068493151
624,1982-03-27,5.437,12.24080273972606
625,1982-03-29,5.707999999999999,12.240912328767156
626,1982-03-31,5.972,12.241375342465785
627,1982-04-02,6.2620000000000005,12.242098630137018
628,1982-04-04,6.483,12.242863013698663
629,1982-04-06,6.6129999999999995,12.243279452054828
630,1982-04-08,6.76,12.243082191780855
631,1982-04-10,6.999,12.24289863013702
632,1982-04-12,7.229,12.242457534246608
633,1982-04-14,7.495,12.242742465753459
634,1982-04-16,7.787999999999999,12.24279452054798
635,1982-04-18,8.049,12.24295342465757
636,1982-04-20,8.183,12.242983561643868
637,1982-04-22,8.442,12.242627397260307
638,1982-04-24,8.538,12.24228767123291
639,1982-04-26,8.785,12.24225479452058
640,1982-04-28,9.037,12.242515068493184
641,1982-04-30,9.181000000000001,12.242893150684964
642,1982-05-02,9.541,12.243079452054827
643,1982-05-04,9.593,12.24343561643839
644,1982-05-06,9.749,12.243706849315101
645,1982-05-08,10.024,12.243704109589077
646,1982-05-10,10.34,12.243802739726062
647,1982-05-12,10.507,12.244147945205514
648,1982-05-14,10.564,12.244805479452088
649,1982-05-16,10.644,12.245479452054829
650,1982-05-18,10.944,12.245975342465789
651,1982-05-20,11.097999999999999,12.24630958904113
652,1982-05-22,11.385,12.246778082191817
653,1982-05-24,11.405,12.247443835616473
654,1982-05-26,11.720999999999998,12.248367123287705
655,1982-05-28,11.880999999999998,12.249345205479486
656,1982-05-30,11.979000000000001,12.250315068493185
657,1982-06-01,12.18,12.251205479452091
658,1982-06-03,12.318,12.25198356164387
659,1982-06-05,12.625,12.252695890410994
660,1982-06-07,12.773,12.253309589041132
661,1982-06-09,12.937999999999999,12.253758904109624
662,1982-06-11,13.270999999999999,12.254419178082227
663,1982-06-13,13.415,12.255515068493185
664,1982-06-15,13.562000000000001,12.256564383561678
665,1982-06-17,13.661,12.257512328767156
666,1982-06-19,13.74,12.258263013698665
667,1982-06-21,13.829,12.258641095890447
668,1982-06-23,13.994000000000002,12.25929041095894
669,1982-06-25,14.161,12.25989041095894
670,1982-06-27,14.248,12.260665753424695
671,1982-06-29,14.536,12.26147123287675
672,1982-07-01,14.696,12.261860273972639
673,1982-07-03,14.950999999999999,12.262865753424695
674,1982-07-05,15.107999999999999,12.263854794520585
675,1982-07-07,15.147,12.26471232876716
676,1982-07-09,15.25,12.265652054794558
677,1982-07-11,15.38,12.26631232876716
678,1982-07-13,15.764000000000001,12.26729041095894
679,1982-07-15,16.107,12.267928767123323
680,1982-07-17,15.997,12.268800000000034
681,1982-07-19,15.905999999999999,12.269709589041131
682,1982-07-21,16.09,12.270375342465789
683,1982-07-23,16.45,12.27089041095894
684,1982-07-25,16.633,12.271657534246609
685,1982-07-27,16.747,12.272345205479487
686,1982-07-29,16.766,12.272769863013735
687,1982-07-31,16.963,12.273175342465787
688,1982-08-02,17.095,12.273665753424693
689,1982-08-04,17.298,12.274035616438391
690,1982-08-06,17.317999999999998,12.274375342465788
691,1982-08-08,17.480999999999998,12.274654794520583
692,1982-08-10,17.579,12.27529863013702
693,1982-08-12,17.787,12.276189041095924
694,1982-08-14,17.96,12.27709863013702
695,1982-08-16,17.963,12.277764383561676
696,1982-08-18,17.854,12.278493150684962
697,1982-08-20,17.989,12.279035616438389
698,1982-08-22,18.055999999999997,12.279123287671265
699,1982-08-24,18.070999999999998,12.279619178082223
700,1982-08-26,18.070999999999998,12.279709589041126
701,1982-08-28,18.082,12.279693150684963
702,1982-08-30,18.234,12.279556164383592
703,1982-09-01,18.336,12.27917260273976
704,1982-09-03,18.55,12.278331506849346
705,1982-09-05,18.528,12.277509589041125
706,1982-09-07,18.442999999999998,12.276435616438388
707,1982-09-09,18.387,12.275394520547975
708,1982-09-11,18.291,12.274342465753454
709,1982-09-13,18.338,12.273293150684962
710,1982-09-15,18.25,12.27218082191784
711,1982-09-17,18.452,12.271131506849347
712,1982-09-19,18.357,12.269961643835648
713,1982-09-21,18.287,12.268983561643868
714,1982-09-23,18.296,12.267997260274004
715,1982-09-25,18.31,12.266800000000032
716,1982-09-27,18.259,12.265509589041127
717,1982-09-29,18.218,12.264542465753454
718,1982-10-01,18.234,12.263295890410989
719,1982-10-03,18.092,12.26275616438359
720,1982-10-05,18.035,12.261931506849347
721,1982-10-07,18.097,12.26138082191784
722,1982-10-09,18.154,12.261561643835647
723,1982-10-11,17.988,12.262120547945235
724,1982-10-13,17.921,12.262854794520578
725,1982-10-15,17.855999999999998,12.263923287671263
726,1982-10-17,17.787,12.265361643835647
727,1982-10-19,17.657,12.266586301369893
728,1982-10-21,17.762,12.267624657534277
729,1982-10-23,17.67,12.268942465753454
730,1982-10-25,17.552,12.27046301369866
731,1982-10-27,17.374000000000002,12.272057534246605
732,1982-10-29,17.307000000000002,12.273846575342494
733,1982-10-31,17.128,12.274989041095917
734,1982-11-02,17.048,12.276076712328795
735,1982-11-04,16.832,12.277090410958932
736,1982-11-06,16.684,12.278402739726054
737,1982-11-08,16.613,12.279063013698657
738,1982-11-10,16.527,12.279947945205508
739,1982-11-12,16.322,12.2809671232877
740,1982-11-14,16.123,12.282298630137015
741,1982-11-16,15.868,12.283873972602771
742,1982-11-18,15.559000000000001,12.285071232876744
743,1982-11-20,15.28,12.285263013698662
744,1982-11-22,15.035,12.285465753424692
745,1982-11-24,14.498,12.285008219178117
746,1982-11-26,14.047,12.284832876712363
747,1982-11-28,13.604000000000001,12.284852054794557
748,1982-11-30,13.009,12.285041095890445
749,1982-12-02,12.34,12.28553150684935
750,1982-12-04,11.789000000000001,12.285076712328802
