dt,AverageTemperature
1942-02-01,-3.1630000000000003
1942-03-01,4.34
1942-04-01,10.662
1942-05-01,16.819000000000006
1942-06-01,20.038
1942-07-01,22.527
1942-08-01,20.779
1942-09-01,17.532
1942-10-01,11.68
1942-11-01,5.292999999999998
1942-12-01,-3.2060000000000004
1943-01-01,-3.2710000000000004
1943-02-01,-1.7240000000000002
1943-03-01,2.269
1943-04-01,5.956
1943-05-01,15.553
1943-06-01,22.585
1943-07-01,22.792
1943-08-01,21.871
1943-09-01,17.038999999999998
1943-10-01,10.536
1943-11-01,4.04
1943-12-01,-2.7110000000000003
1944-01-01,-1.6569999999999998
1944-02-01,-1.831
1944-03-01,1.033
1944-04-01,7.291
1944-05-01,17.839000000000006
1944-06-01,20.495
1944-07-01,23.417
1944-08-01,22.762
1944-09-01,18.155
1944-10-01,10.436
1944-11-01,4.972
1944-12-01,-2.759
1945-01-01,-6.6229999999999976
1945-02-01,-1.781
1945-03-01,8.370000000000001
1945-04-01,11.401
1945-05-01,13.509
1945-06-01,19.64
1945-07-01,22.027
1945-08-01,20.927
1945-09-01,19.16
1945-10-01,10.520999999999999
1945-11-01,5.846
1945-12-01,-3.683
1946-01-01,-1.855
1946-02-01,-2.199
1946-03-01,7.657
1946-04-01,8.626000000000001
1946-05-01,14.73
1946-06-01,19.16
1946-07-01,22.165
1946-08-01,19.537
1946-09-01,18.526
1946-10-01,13.431
1946-11-01,7.438
1946-12-01,0.3570000000000001
1947-01-01,0.129
1947-02-01,-3.623
1947-03-01,1.162
1947-04-01,8.677999999999999
1947-05-01,14.524000000000001
1947-06-01,18.729
1947-07-01,22.192
1947-08-01,22.825
1947-09-01,18.135
1947-10-01,14.251
1947-11-01,3.787
1947-12-01,-1.905
1948-01-01,-6.651
1948-02-01,-3.785
1948-03-01,3.604
1948-04-01,9.259
1948-05-01,14.452
1948-06-01,19.39
1948-07-01,22.817
1948-08-01,21.933000000000003
1948-09-01,18.135
1948-10-01,10.575
1948-11-01,8.337
1948-12-01,-0.15399999999999991
1949-01-01,1.073
1949-02-01,1.358
1949-03-01,4.23
1949-04-01,9.836
1949-05-01,15.45
1949-06-01,21.669
1949-07-01,24.623
1949-08-01,22.649
1949-09-01,16.363999999999994
1949-10-01,13.978
1949-11-01,4.798
1949-12-01,0.606
1950-01-01,2.32
1950-02-01,-2.454
1950-03-01,0.54
1950-04-01,7.336
1950-05-01,14.135000000000002
1950-06-01,19.352
1950-07-01,21.613000000000003
1950-08-01,20.901
1950-09-01,15.845
1950-10-01,12.633
1950-11-01,6.3279999999999985
1950-12-01,-1.858
1951-01-01,-0.7229999999999999
1951-02-01,-0.236
1951-03-01,3.5980000000000003
1951-04-01,9.576
1951-05-01,15.633
1951-06-01,19.401
1951-07-01,22.364
1951-08-01,21.089
1951-09-01,17.151
1951-10-01,12.236999999999998
1951-11-01,3.162
1951-12-01,0.040000000000000036
1952-01-01,-0.5659999999999998
1952-02-01,-0.20200000000000012
1952-03-01,2.515
1952-04-01,10.661
1952-05-01,13.856
1952-06-01,21.046
1952-07-01,23.964000000000002
1952-08-01,21.335
1952-09-01,17.75
1952-10-01,9.439
1952-11-01,5.882999999999999
1952-12-01,0.59
1953-01-01,0.11399999999999988
1953-02-01,1.197
1953-03-01,4.342
1953-04-01,9.141
1953-05-01,16.187
1953-06-01,20.587
1953-07-01,22.746
1953-08-01,21.301
1953-09-01,18.173
1953-10-01,12.341
1953-11-01,6.066
1953-12-01,1.899
1954-01-01,-3.727
1954-02-01,1.962
1954-03-01,3.5860000000000003
1954-04-01,10.454
1954-05-01,13.661
1954-06-01,20.293
1954-07-01,22.163
1954-08-01,20.637
1954-09-01,17.153
1954-10-01,13.401
1954-11-01,4.743
1954-12-01,-0.622
1955-01-01,-3.442
1955-02-01,-1.358
1955-03-01,3.39
1955-04-01,10.826
1955-05-01,16.732
1955-06-01,18.934
1955-07-01,25.313000000000002
1955-08-01,23.8
1955-09-01,17.22
1955-10-01,12.69
1955-11-01,4.407
1955-12-01,-3.83
1956-01-01,-2.2030000000000003
1956-02-01,-0.04700000000000015
1956-03-01,0.8340000000000001
1956-04-01,7.2189999999999985
1956-05-01,13.485
1956-06-01,20.404
1956-07-01,20.977
1956-08-01,21.111
1956-09-01,15.964999999999998
1956-10-01,11.646999999999998
1956-11-01,5.683
1956-12-01,1.959
1957-01-01,-4.863
1957-02-01,0.4089999999999998
1957-03-01,3.435
1957-04-01,10.322000000000001
1957-05-01,15.351
1957-06-01,21.802
1957-07-01,22.495
1957-08-01,20.303
1957-09-01,18.169
1957-10-01,10.342
1957-11-01,6.6240000000000006
1957-12-01,1.6480000000000001
1958-01-01,-2.858
1958-02-01,-4.739
1958-03-01,2.764
1958-04-01,9.897
1958-05-01,13.515
1958-06-01,17.627
1958-07-01,22.996
1958-08-01,21.583
1958-09-01,17.255
1958-10-01,10.384
1958-11-01,6.0870000000000015
1958-12-01,-4.569
1959-01-01,-3.023
1959-02-01,-2.4730000000000003
1959-03-01,2.6639999999999997
1959-04-01,10.352
1959-05-01,17.065
1959-06-01,20.407
1959-07-01,23.06600000000001
1959-08-01,23.03
1959-09-01,19.561
1959-10-01,12.914
1959-11-01,5.2120000000000015
1959-12-01,0.5120000000000001
1960-01-01,-1.5930000000000002
1960-02-01,0.18199999999999994
1960-03-01,-1.5730000000000004
1960-04-01,11.24
1960-05-01,15.086
1960-06-01,19.986
1960-07-01,21.431
1960-08-01,21.813
1960-09-01,17.691
1960-10-01,10.972999999999999
1960-11-01,6.39
1960-12-01,-4.477
1961-01-01,-6.479
1961-02-01,-1.036
1961-03-01,3.182
1961-04-01,7.254
1961-05-01,13.798
1961-06-01,20.209
1961-07-01,22.715
1961-08-01,21.905
1961-09-01,21.041999999999998
1961-10-01,12.697
1961-11-01,6.292000000000002
1961-12-01,-1.263
1962-01-01,-3.125
1962-02-01,-3.322
1962-03-01,2.965
1962-04-01,9.411
1962-05-01,16.113
1962-06-01,20.593000000000004
1962-07-01,21.095
1962-08-01,20.701
1962-09-01,15.579999999999998
1962-10-01,11.388
1962-11-01,3.575
1962-12-01,-3.176
1963-01-01,-4.5440000000000005
1963-02-01,-5.69
1963-03-01,3.41
1963-04-01,9.27
1963-05-01,14.182
1963-06-01,19.857
1963-07-01,22.529
1963-08-01,20.257
1963-09-01,15.305999999999996
1963-10-01,13.454999999999998
1963-11-01,7.778
1963-12-01,-4.017
1964-01-01,-1.993
1964-02-01,-2.8760000000000003
1964-03-01,3.728
1964-04-01,7.99
1964-05-01,16.402
1964-06-01,19.283
1964-07-01,22.791
1964-08-01,20.15
1964-09-01,17.916999999999994
1964-10-01,9.976
1964-11-01,6.768
1964-12-01,-0.6
1965-01-01,-4.65
1965-02-01,-2.197
1965-03-01,1.853
1965-04-01,7.5470000000000015
1965-05-01,17.338
1965-06-01,19.343
1965-07-01,21.523000000000003
1965-08-01,21.224
1965-09-01,18.1
1965-10-01,9.998
1965-11-01,4.843
1965-12-01,0.6190000000000001
1966-01-01,-3.432
1966-02-01,-1.971
1966-03-01,3.565
1966-04-01,7.099
1966-05-01,13.112
1966-06-01,20.597
1966-07-01,23.615
1966-08-01,22.154
1966-09-01,16.281
1966-10-01,10.211
1966-11-01,6.4879999999999995
1966-12-01,-0.725
1967-01-01,-0.31199999999999983
1967-02-01,-4.019
1967-03-01,0.98
1967-04-01,8.633000000000001
1967-05-01,11.243
1967-06-01,20.993
1967-07-01,22.208000000000002
1967-08-01,21.004
1967-09-01,16.621
1967-10-01,10.885
1967-11-01,3.1460000000000004
1967-12-01,0.2760000000000001
1968-01-01,-5.834
1968-02-01,-3.865
1968-03-01,4.303
1968-04-01,10.699000000000002
1968-05-01,13.425
1968-06-01,19.193
1968-07-01,23.149
1968-08-01,21.95
1968-09-01,18.459
1968-10-01,12.466
1968-11-01,5.257999999999999
1968-12-01,-2.253
1969-01-01,-3.38
1969-02-01,-2.126
1969-03-01,1.6829999999999998
1969-04-01,10.336
1969-05-01,15.384
1969-06-01,20.334
1969-07-01,21.624000000000002
1969-08-01,22.237
1969-09-01,17.717
1969-10-01,10.79
1969-11-01,4.9830000000000005
1969-12-01,-2.445
1970-01-01,-7.058
1970-02-01,-2.1630000000000003
1970-03-01,1.237
1970-04-01,8.67
1970-05-01,15.856
1970-06-01,19.351
1970-07-01,22.783
1970-08-01,22.381
1970-09-01,18.664
1970-10-01,12.277
1970-11-01,6.502000000000002
1970-12-01,-1.297
1971-01-01,-5.494
1971-02-01,-1.633
1971-03-01,2.072
1971-04-01,7.83
1971-05-01,13.54
1971-06-01,20.662
1971-07-01,22.019000000000002
1971-08-01,21.194000000000006
1971-09-01,19.227999999999998
1971-10-01,14.26
1971-11-01,4.702
1971-12-01,1.794
1972-01-01,-1.365
1972-02-01,-3.3689999999999998
1972-03-01,1.878
1972-04-01,7.1590000000000025
1972-05-01,15.495
1972-06-01,18.195
1972-07-01,22.986
1972-08-01,21.245
1972-09-01,18.178
1972-10-01,8.725
1972-11-01,3.863
1972-12-01,0.8870000000000001
1973-01-01,-0.8140000000000001
1973-02-01,-2.392
1973-03-01,6.242000000000001
1973-04-01,9.853
1973-05-01,13.349
1973-06-01,21.462
1973-07-01,22.991
1973-08-01,23.001
1973-09-01,18.000999999999994
1973-10-01,12.402999999999999
1973-11-01,6.4460000000000015
1973-12-01,0.977
1974-01-01,-1.3319999999999999
1974-02-01,-2.545
1974-03-01,3.426
1974-04-01,10.602
1974-05-01,14.467
1974-06-01,18.91
1974-07-01,22.439
1974-08-01,21.826
1974-09-01,16.872999999999998
1974-10-01,9.095
1974-11-01,6.159
1974-12-01,1.0260000000000002
1975-01-01,-0.2999999999999998
1975-02-01,-0.46
1975-03-01,2.259
1975-04-01,6.5820000000000025
1975-05-01,17.211000000000002
1975-06-01,20.172
1975-07-01,22.781
1975-08-01,21.763
1975-09-01,15.644999999999998
1975-10-01,12.991
1975-11-01,8.525
1975-12-01,-0.45399999999999996
1976-01-01,-5.3420000000000005
1976-02-01,1.395
1976-03-01,4.859
1976-04-01,10.814
1976-05-01,14.376
1976-06-01,21.404
1976-07-01,21.363000000000003
1976-08-01,21.179
1976-09-01,16.598999999999997
1976-10-01,9.067
1976-11-01,2.623
1976-12-01,-3.933
1977-01-01,-8.046
1977-02-01,-1.756
1977-03-01,5.867000000000001
1977-04-01,10.156
1977-05-01,16.549
1977-06-01,18.995
1977-07-01,22.967
1977-08-01,21.687
1977-09-01,17.987000000000005
1977-10-01,10.312999999999999
1977-11-01,6.574
1977-12-01,-1.7919999999999998
1978-01-01,-4.666
1978-02-01,-6.216
1978-03-01,1.27
1978-04-01,8.471
1978-05-01,14.316
1978-06-01,19.653
1978-07-01,21.578000000000007
1978-08-01,22.579
1978-09-01,16.487000000000002
1978-10-01,10.517
1978-11-01,5.981
1978-12-01,0.08500000000000008
1979-01-01,-2.603
1979-02-01,-7.141
1979-03-01,5.2330000000000005
1979-04-01,8.913
1979-05-01,15.909
1979-06-01,18.832
1979-07-01,22.35
1979-08-01,21.741
1979-09-01,17.493
1979-10-01,10.71
1979-11-01,7.792000000000002
1979-12-01,1.065
1980-01-01,-2.0469999999999997
1980-02-01,-3.713
1980-03-01,2.0340000000000003
1980-04-01,9.922
1980-05-01,16.464000000000002
1980-06-01,18.772
1980-07-01,23.48
1980-08-01,23.62
1980-09-01,19.133
1980-10-01,10.107
1980-11-01,3.647
1980-12-01,-3.12
1981-01-01,-6.772
1981-02-01,1.383
1981-03-01,2.667
1981-04-01,10.675
1981-05-01,15.632
1981-06-01,20.457
1981-07-01,23.299
1981-08-01,21.44
1981-09-01,17.166999999999998
1981-10-01,9.195
1981-11-01,5.64
1981-12-01,-1.395
1982-01-01,-7.286
1982-02-01,-1.307
1982-03-01,2.357
1982-04-01,7.846
1982-05-01,16.135
1982-06-01,18.228
1982-07-01,22.631
1982-08-01,20.074
1982-09-01,17.410999999999998
1982-10-01,11.280999999999999
1982-11-01,7.141
1982-12-01,2.789
1983-01-01,-1.938
1983-02-01,-0.6920000000000002
1983-03-01,4.618
1983-04-01,8.607000000000001
1983-05-01,14.076
1983-06-01,20.508000000000006
1983-07-01,23.597
1983-08-01,23.025
1983-09-01,18.71
1983-10-01,11.332999999999998
1983-11-01,6.084
1983-12-01,-1.818
1984-01-01,-4.966
1984-02-01,1.834
1984-03-01,0.08499999999999996
1984-04-01,8.717
1984-05-01,14.281
1984-06-01,21.055
1984-07-01,21.865
1984-08-01,22.575
1984-09-01,16.15
1984-10-01,13.492
1984-11-01,5.325
1984-12-01,2.6750000000000003
1985-01-01,-5.061
1985-02-01,-1.0759999999999998
1985-03-01,4.668
1985-04-01,10.594000000000001
1985-05-01,16.560000000000002
1985-06-01,18.286
1985-07-01,22.275
1985-08-01,21.541
1985-09-01,18.599
1985-10-01,11.882
1985-11-01,7.066
1985-12-01,-2.196
1986-01-01,-2.227
1986-02-01,-2.8840000000000003
1986-03-01,4.186
1986-04-01,9.854
1986-05-01,16.937
1986-06-01,19.603
1986-07-01,22.469
1986-08-01,20.614
1986-09-01,17.029
1986-10-01,11.512
1986-11-01,4.143
1986-12-01,0.5990000000000001
1987-01-01,-3.116
1987-02-01,-2.441
1987-03-01,4.758
1987-04-01,10.15
1987-05-01,15.593
1987-06-01,21.029
1987-07-01,23.603
1987-08-01,20.873
1987-09-01,17.413999999999998
1987-10-01,8.965
1987-11-01,5.917000000000002
1987-12-01,1.093
1988-01-01,-5.329
1988-02-01,-1.7200000000000002
1988-03-01,3.873
1988-04-01,8.562000000000001
1988-05-01,15.406
1988-06-01,19.94
1988-07-01,24.287
1988-08-01,23.505
1988-09-01,16.750999999999998
1988-10-01,8.605999999999998
1988-11-01,6.35
1988-12-01,-1.032
1989-01-01,-0.4289999999999998
1989-02-01,-1.5470000000000002
1989-03-01,3.162
1989-04-01,8.201
1989-05-01,15.034
1989-06-01,20.717
1989-07-01,22.201
1989-08-01,21.305
1989-09-01,17.843
1989-10-01,11.707999999999998
1989-11-01,4.905
1989-12-01,-7.164
1990-01-01,1.536
1990-02-01,1.2359999999999998
1990-03-01,4.973
1990-04-01,9.563
1990-05-01,13.983
1990-06-01,20.084
1990-07-01,22.712
1990-08-01,21.874
1990-09-01,17.084999999999994
1990-10-01,13.575999999999999
1990-11-01,6.84
1990-12-01,2.4080000000000004
1991-01-01,-2.313
1991-02-01,1.1669999999999998
1991-03-01,4.984999999999999
1991-04-01,10.879000000000001
1991-05-01,18.439
1991-06-01,21.254
1991-07-01,23.118000000000002
1991-08-01,22.769
1991-09-01,17.211
1991-10-01,11.690999999999999
1991-11-01,5.893
1991-12-01,1.194
1992-01-01,-1.217
1992-02-01,-0.19700000000000006
1992-03-01,1.91
1992-04-01,8.044
1992-05-01,14.425999999999998
1992-06-01,18.976
1992-07-01,21.506
1992-08-01,20.162
1992-09-01,17.284000000000002
1992-10-01,9.204
1992-11-01,4.965
1992-12-01,-0.19099999999999995
1993-01-01,-0.403
1993-02-01,-4.198
1993-03-01,1.14
1993-04-01,9.457
1993-05-01,16.266000000000002
1993-06-01,20.203
1993-07-01,23.93
1993-08-01,22.511
1993-09-01,17.220999999999997
1993-10-01,9.943999999999999
1993-11-01,5.1690000000000005
1993-12-01,-0.7490000000000001
1994-01-01,-7.184
1994-02-01,-4.287
1994-03-01,2.148
1994-04-01,10.698
1994-05-01,14.451
1994-06-01,21.641
1994-07-01,24.182
1994-08-01,20.735
1994-09-01,17.078999999999994
1994-10-01,10.669
1994-11-01,7.8130000000000015
1994-12-01,1.999
1995-01-01,0.214
1995-02-01,-3.47
1995-03-01,5.229
1995-04-01,8.455
1995-05-01,14.357000000000001
1995-06-01,20.644
1995-07-01,23.823
1995-08-01,22.905
1995-09-01,17.142
1995-10-01,13.247
1995-11-01,3.326
1995-12-01,-3.035
1996-01-01,-3.877
1996-02-01,-1.794
1996-03-01,1.3869999999999998
1996-04-01,9.26
1996-05-01,14.233
1996-06-01,20.603
1996-07-01,21.471
1996-08-01,21.859
1996-09-01,17.994
1996-10-01,11.114
1996-11-01,3.399
1996-12-01,2.036
1997-01-01,-3.037
1997-02-01,1.681
1997-03-01,3.4139999999999997
1997-04-01,8.371
1997-05-01,13.380999999999998
1997-06-01,19.944000000000006
1997-07-01,22.547
1997-08-01,21.017
1997-09-01,17.057000000000002
1997-10-01,10.994000000000002
1997-11-01,4.103
1997-12-01,0.5730000000000001
1998-01-01,1.7109999999999999
1998-02-01,2.483
1998-03-01,5.1690000000000005
1998-04-01,10.401
1998-05-01,17.256
1998-06-01,19.49
1998-07-01,22.706
1998-08-01,22.85
1998-09-01,18.947
1998-10-01,11.855
1998-11-01,5.983
1998-12-01,3.036
1999-01-01,-1.952
1999-02-01,0.4289999999999998
1999-03-01,3.306
1999-04-01,9.661
1999-05-01,15.611
1999-06-01,21.254
1999-07-01,25.065
1999-08-01,22.206
1999-09-01,18.817999999999998
1999-10-01,10.437999999999999
1999-11-01,7.818
1999-12-01,1.2970000000000002
2000-01-01,-3.168
2000-02-01,-0.16200000000000014
2000-03-01,6.391
2000-04-01,8.897
2000-05-01,15.944
2000-06-01,20.234
2000-07-01,20.727
2000-08-01,20.791
2000-09-01,17.095
2000-10-01,11.323
2000-11-01,4.913
2000-12-01,-3.3560000000000003
2001-01-01,-2.814
2001-02-01,-0.44200000000000017
2001-03-01,1.884
2001-04-01,9.92
2001-05-01,16.014
2001-06-01,20.907
2001-07-01,21.045
2001-08-01,23.507
2001-09-01,17.473999999999997
2001-10-01,11.989999999999998
2001-11-01,8.212
2001-12-01,3.4750000000000005
2002-01-01,1.2520000000000002
2002-02-01,2.1260000000000003
2002-03-01,4.677
2002-04-01,11.125
2002-05-01,14.171
2002-06-01,20.623
2002-07-01,23.931
2002-08-01,23.558000000000003
2002-09-01,19.125
2002-10-01,10.446
2002-11-01,4.945
2002-12-01,-0.953
2003-01-01,-5.223
2003-02-01,-3.786
2003-03-01,3.526
2003-04-01,8.185
2003-05-01,13.817
2003-06-01,18.96
2003-07-01,22.864
2003-08-01,23.243
2003-09-01,18.262
2003-10-01,10.201999999999998
2003-11-01,7.603
2003-12-01,0.3790000000000001
2004-01-01,-6.3249999999999975
2004-02-01,-1.332
2004-03-01,4.525
2004-04-01,10.057
2004-05-01,17.8
2004-06-01,19.761
2004-07-01,21.946
2004-08-01,21.771
2004-09-01,18.843
2004-10-01,10.96
2004-11-01,6.682
2004-12-01,-0.014000000000000012
2005-01-01,-3.611
2005-02-01,-0.609
2005-03-01,1.125
2005-04-01,10.633
2005-05-01,13.267000000000001
2005-06-01,22.169
2005-07-01,23.704
2005-08-01,23.941
2005-09-01,20.238
2005-10-01,12.058
2005-11-01,7.019
2005-12-01,-1.757
2006-01-01,1.608
2006-02-01,-0.5650000000000002
2006-03-01,3.776
2006-04-01,10.709
2006-05-01,15.637
2006-06-01,20.445
2006-07-01,24.165
2006-08-01,22.42
2006-09-01,16.945999999999998
2006-10-01,10.811
2006-11-01,8.418
2006-12-01,3.861
2007-01-01,0.4119999999999999
2007-02-01,-4.713
2007-03-01,2.947
2007-04-01,8.02
2007-05-01,16.677
2007-06-01,20.868
2007-07-01,22.295
2007-08-01,22.063
2007-09-01,19.0
2007-10-01,15.222
2007-11-01,4.831
2007-12-01,-0.09399999999999996
2008-01-01,-0.573
2008-02-01,-0.675
2008-03-01,3.47
2008-04-01,10.943
2008-05-01,13.64
2008-06-01,21.831
2008-07-01,23.693
2008-08-01,20.887
2008-09-01,18.676
2008-10-01,10.347999999999999
2008-11-01,5.132999999999999
2008-12-01,0.3270000000000001
2009-01-01,-5.359999999999999
2009-02-01,-0.3720000000000001
2009-03-01,3.5789999999999997
2009-04-01,10.478
2009-05-01,15.447000000000001
2009-06-01,19.058
2009-07-01,21.103
2009-08-01,22.769
2009-09-01,17.043
2009-10-01,10.364
2009-11-01,8.217
2009-12-01,-0.624
2010-01-01,-2.359
2010-02-01,-1.456
2010-03-01,6.715
2010-04-01,12.076
2010-05-01,17.119
2010-06-01,21.943
2010-07-01,24.789
2010-08-01,22.67
2010-09-01,19.172
2010-10-01,11.911
2010-11-01,5.876
2010-12-01,-2.165
2011-01-01,-4.463
2011-02-01,-1.2440000000000002
2011-03-01,3.474
2011-04-01,10.555
2011-05-01,16.917
2011-06-01,21.032
2011-07-01,24.564
2011-08-01,22.13
2011-09-01,19.301
2011-10-01,12.001
2011-11-01,8.013
2011-12-01,2.987
2012-01-01,-0.040999999999999925
2012-02-01,2.185
2012-03-01,8.734
2012-04-01,10.324000000000002
2012-05-01,17.779
2012-06-01,20.165
2012-07-01,24.479
2012-08-01,22.731
2012-09-01,18.177
2012-10-01,12.436
2012-11-01,4.103
2012-12-01,2.5860000000000003
2013-01-01,-0.968
2013-02-01,-1.3650000000000002
2013-03-01,2.518
2013-04-01,9.723
2013-05-01,15.544
2013-06-01,20.892
2013-07-01,24.722
2013-08-01,21.001
2013-09-01,17.407999999999998
